"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-06","0.0","0.0","0.0","0.6","-6.7","-6.7",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-07","0.0","0.0","0.0","-2.8","-8.3","-6.7",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-08","0.0","0.0","0.0","-1.1","-7.2","-6.1",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-09","0.0","0.0",,"1.7","-7.8","-6.1",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-10","0.0","0.0","0.0","1.1","-8.3","-2.8",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-11","0.0","0.0","0.0","3.9","-3.3","0.0",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-12","0.0","0.0","0.0","6.1","-1.1","-1.1",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-13","6.9","0.0","0.0","6.1","-3.3","4.4",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-14","4.1","0.0","0.0","5.6","1.7","1.7",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-15","0.0","0.0","0.0","8.9","-0.6","1.1",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-16","0.0","0.0","0.0","9.4","-1.7","2.2",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-17","0.0","0.0","0.0","5.0","-2.2","-2.2",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-18","0.0","0.0","0.0","5.0","-3.9","1.7",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-19","0.0","0.0","0.0","10.0","1.1","7.2",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-20","1.3","0.0","0.0","9.4","3.9","3.9",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-21","1.5","0.0","0.0","4.4","-0.6","-0.6",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-22","0.0","0.0","0.0","2.2","-1.1","0.6",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-23","0.0","0.0","0.0","3.9","-2.2","-2.2",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-24","0.0","0.0","0.0","1.1","-4.4","-1.1",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-25","0.3","0.0","0.0","8.3","-1.1","0.0",,,,,,"    1",
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-26","0.0","0.0","0.0","8.9","-1.7","5.6",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-27","16.5","0.0","0.0","12.2","4.4","11.7",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-28","0.5","5.0","0.0","12.2","-2.2","-2.2",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-29","0.5","10.0","0.0","-0.6","-4.4","-4.4",,"    1",,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-30","0.0","0.0","0.0","2.8","-6.7","0.6",,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-12-31","21.8","0.0","0.0","5.0","0.6","2.2",,"    1",,,,,
